REF_DATE,GEO,DGUID,Sex,Age group,Persons with income,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $35,000 and over",Number,223,units,0,v20797300,19.2.1.8,747430,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $50,000 and over",Number,223,units,0,v20797301,19.2.1.9,474260,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $75,000 and over",Number,223,units,0,v20797302,19.2.1.10,217670,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $100,000 and over",Number,223,units,0,v20797303,19.2.1.11,120160,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $150,000 and over",Number,223,units,0,v20797304,19.2.1.12,57830,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $200,000 and over",Number,223,units,0,v20797305,19.2.1.13,36720,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income of $250,000 and over",Number,223,units,0,v20797306,19.2.1.14,25990,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,Median total income,Dollars,81,units,0,v20797307,19.2.1.15,30500,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,All age groups,5-year percent change of median income,Percent,239,units,0,v20797308,19.2.1.16,16,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,Total persons with income,Number,223,units,0,v20797309,19.2.2.1,229240,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income under $5,000",Number,223,units,0,v20797310,19.2.2.2,74740,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797311,19.2.2.3,154500,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797312,19.2.2.4,98940,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797313,19.2.2.5,68040,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797314,19.2.2.6,48220,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797315,19.2.2.7,33290,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797316,19.2.2.8,13460,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797317,19.2.2.9,3530,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797318,19.2.2.10,560,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797319,19.2.2.11,210,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797320,19.2.2.12,70,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797321,19.2.2.13,50,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,0 to 24 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797322,19.2.2.14,40,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,Total persons with income,Number,223,units,0,v20797325,19.2.3.1,330350,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income under $5,000",Number,223,units,0,v20797326,19.2.3.2,28870,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797327,19.2.3.3,301480,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797328,19.2.3.4,273540,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797329,19.2.3.5,249500,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797330,19.2.3.6,227920,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797331,19.2.3.7,204770,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797332,19.2.3.8,150770,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797333,19.2.3.9,81410,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797334,19.2.3.10,28410,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797335,19.2.3.11,12470,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797336,19.2.3.12,4420,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797337,19.2.3.13,2380,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,25 to 34 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797338,19.2.3.14,1480,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,Total persons with income,Number,223,units,0,v20797341,19.2.4.1,401920,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income under $5,000",Number,223,units,0,v20797342,19.2.4.2,25700,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797343,19.2.4.3,376220,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797344,19.2.4.4,348380,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797345,19.2.4.5,322930,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797346,19.2.4.6,301520,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797347,19.2.4.7,279400,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797348,19.2.4.8,228230,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797349,19.2.4.9,151980,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797350,19.2.4.10,70730,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797351,19.2.4.11,38720,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797352,19.2.4.12,18250,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797353,19.2.4.13,11200,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,35 to 44 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797354,19.2.4.14,7820,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,Total persons with income,Number,223,units,0,v20797357,19.2.5.1,308410,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income under $5,000",Number,223,units,0,v20797358,19.2.5.2,18600,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797359,19.2.5.3,289810,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797360,19.2.5.4,269980,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797361,19.2.5.5,250220,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797362,19.2.5.6,234130,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797363,19.2.5.7,217930,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797364,19.2.5.8,182450,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797365,19.2.5.9,129400,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797366,19.2.5.10,65540,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797367,19.2.5.11,37470,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797368,19.2.5.12,18960,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797369,19.2.5.13,12390,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,45 to 54 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797370,19.2.5.14,8860,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,Total persons with income,Number,223,units,0,v20797373,19.2.6.1,192890,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income under $5,000",Number,223,units,0,v20797374,19.2.6.2,12920,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797375,19.2.6.3,179980,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797376,19.2.6.4,165350,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797377,19.2.6.5,150140,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797378,19.2.6.6,138120,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797379,19.2.6.7,126290,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797380,19.2.6.8,101870,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797381,19.2.6.9,68770,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797382,19.2.6.10,34540,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797383,19.2.6.11,20520,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797384,19.2.6.12,10560,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797385,19.2.6.13,7050,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,55 to 64 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797386,19.2.6.14,5130,,,,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,Total persons with income,Number,223,units,0,v20797389,19.2.7.1,140760,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income under $5,000",Number,223,units,0,v20797390,19.2.7.2,6500,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797391,19.2.7.3,134260,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797392,19.2.7.4,126950,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797393,19.2.7.5,106880,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797394,19.2.7.6,86280,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797395,19.2.7.7,70790,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797396,19.2.7.8,44900,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797397,19.2.7.9,24860,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797398,19.2.7.10,11330,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797399,19.2.7.11,6890,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797400,19.2.7.12,3710,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797401,19.2.7.13,2510,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,65 to 74 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797402,19.2.7.14,1830,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,Total persons with income,Number,223,units,0,v20797405,19.2.8.1,88760,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income under $5,000",Number,223,units,0,v20797406,19.2.8.2,2400,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $5,000 and over",Number,223,units,0,v20797407,19.2.8.3,86350,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $10,000 and over",Number,223,units,0,v20797408,19.2.8.4,82840,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $15,000 and over",Number,223,units,0,v20797409,19.2.8.5,67260,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $20,000 and over",Number,223,units,0,v20797410,19.2.8.6,51910,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $25,000 and over",Number,223,units,0,v20797411,19.2.8.7,41200,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $35,000 and over",Number,223,units,0,v20797412,19.2.8.8,25750,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $50,000 and over",Number,223,units,0,v20797413,19.2.8.9,14320,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $75,000 and over",Number,223,units,0,v20797414,19.2.8.10,6570,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $100,000 and over",Number,223,units,0,v20797415,19.2.8.11,3870,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $150,000 and over",Number,223,units,0,v20797416,19.2.8.12,1870,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $200,000 and over",Number,223,units,0,v20797417,19.2.8.13,1140,,,t,0
2001,"Toronto, Ontario",2016S0503535,Males,75 years and over,"Persons with income of $250,000 and over",Number,223,units,0,v20797418,19.2.8.14,820,,,t,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,Total persons with income,Number,223,units,0,v20797421,19.3.1.1,1830250,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income under $5,000",Number,223,units,0,v20797422,19.3.1.2,254740,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $5,000 and over",Number,223,units,0,v20797423,19.3.1.3,1575510,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $10,000 and over",Number,223,units,0,v20797424,19.3.1.4,1345630,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $15,000 and over",Number,223,units,0,v20797425,19.3.1.5,1114580,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $20,000 and over",Number,223,units,0,v20797426,19.3.1.6,932540,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $25,000 and over",Number,223,units,0,v20797427,19.3.1.7,785820,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $35,000 and over",Number,223,units,0,v20797428,19.3.1.8,518880,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $50,000 and over",Number,223,units,0,v20797429,19.3.1.9,257990,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $75,000 and over",Number,223,units,0,v20797430,19.3.1.10,87670,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $100,000 and over",Number,223,units,0,v20797431,19.3.1.11,40580,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $150,000 and over",Number,223,units,0,v20797432,19.3.1.12,15520,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $200,000 and over",Number,223,units,0,v20797433,19.3.1.13,8490,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,"Persons with income of $250,000 and over",Number,223,units,0,v20797434,19.3.1.14,5470,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,Median total income,Dollars,81,units,0,v20797435,19.3.1.15,20500,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,All age groups,5-year percent change of median income,Percent,239,units,0,v20797436,19.3.1.16,19,,,t,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,Total persons with income,Number,223,units,0,v20797437,19.3.2.1,231080,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income under $5,000",Number,223,units,0,v20797438,19.3.2.2,74720,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797439,19.3.2.3,156360,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797440,19.3.2.4,93800,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797441,19.3.2.5,59330,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797442,19.3.2.6,38350,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797443,19.3.2.7,24580,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797444,19.3.2.8,7580,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797445,19.3.2.9,1530,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797446,19.3.2.10,280,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797447,19.3.2.11,120,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797448,19.3.2.12,40,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797449,19.3.2.13,20,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797450,19.3.2.14,20,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,Total persons with income,Number,223,units,0,v20797453,19.3.3.1,358740,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income under $5,000",Number,223,units,0,v20797454,19.3.3.2,49710,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797455,19.3.3.3,309030,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797456,19.3.3.4,274610,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797457,19.3.3.5,241630,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797458,19.3.3.6,209130,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797459,19.3.3.7,177330,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797460,19.3.3.8,111820,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797461,19.3.3.9,44320,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797462,19.3.3.10,11550,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797463,19.3.3.11,4390,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797464,19.3.3.12,1220,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797465,19.3.3.13,540,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797466,19.3.3.14,300,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,Total persons with income,Number,223,units,0,v20797469,19.3.4.1,417450,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income under $5,000",Number,223,units,0,v20797470,19.3.4.2,52230,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797471,19.3.4.3,365220,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797472,19.3.4.4,328300,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797473,19.3.4.5,293710,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797474,19.3.4.6,259150,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797475,19.3.4.7,225520,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797476,19.3.4.8,158160,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797477,19.3.4.9,82600,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797478,19.3.4.10,28810,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797479,19.3.4.11,13510,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797480,19.3.4.12,5130,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797481,19.3.4.13,2710,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797482,19.3.4.14,1720,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,Total persons with income,Number,223,units,0,v20797485,19.3.5.1,323380,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income under $5,000",Number,223,units,0,v20797486,19.3.5.2,35020,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797487,19.3.5.3,288360,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797488,19.3.5.4,260540,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797489,19.3.5.5,233770,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797490,19.3.5.6,208260,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797491,19.3.5.7,183900,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797492,19.3.5.8,132310,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797493,19.3.5.9,74010,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797494,19.3.5.10,26450,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797495,19.3.5.11,12280,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797496,19.3.5.12,4820,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797497,19.3.5.13,2700,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797498,19.3.5.14,1730,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,Total persons with income,Number,223,units,0,v20797501,19.3.6.1,196280,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income under $5,000",Number,223,units,0,v20797502,19.3.6.2,28410,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797503,19.3.6.3,167870,,,,0
2001,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797504,19.3.6.4,138600,,,,0
